ID,university names,country code
5714,Universidad Nueva San Salvador,SLV
5715,Universidad Panamericana de San Salvador,SLV
5716,Universidad Pedagógica de El Salvador,SLV
5717,Universidad Politécnica de El Salvador,SLV
5718,"Universidad Salvadorena ""Alberto Masferrer""",SLV
5719,Universidad Técnica Latinoamericana,SLV
5720,Universidad Tecnológica de El Salvador,SLV
5721,Al-Baath University,SYR
5722,Al-Wataniya Private University,SYR
5723,Arab European University,SYR
5724,Damascus University,SYR
5725,Higher Institute of Business Administration,SYR
5726,International University for Science & Technology,SYR
5727,Ittihad Private University,SYR
5728,Mamoun Private University for Science and Technology,SYR
5729,Syrian International Private University for Science & Technology,SYR
5730,Syrian Virtual University,SYR
5731,Tishreen University,SYR
5732,University of Aleppo,SYR
5733,University of Kalamoon,SYR
5734,Wadi International University,SYR
5735,Yarmouk Private University,SYR
5736,University of Swaziland,SWZ
5737,Université de N'Djamena,TCD
5738,Université de Lomé,TGO
5739,Asian Institute of Technology,THA
5740,Asian University of Science and Technology,THA
5741,Assumption University of Thailand,THA
5742,Bangkok University,THA
5743,Burapha University,THA
5744,Chaopraya University,THA
5745,Chiang Mai Rajabhat University,THA
5746,Chiang Mai Vocational College,THA
5747,Dhurakijpundit University,THA
5748,Eastern Asia University,THA
5749,Engineering Faculty of Asian University,THA
5750,Hatyai University,THA
5751,Huachiew Chalermprakiet University,THA
5752,International Buddhist College,THA
5753,Kasem Bundit University,THA
5754,King Mongkut's University of Technology Ladkrabang,THA
5756,King Mongkut's University of Technology Thonburi,THA
5757,Krirk University,THA
5758,Lampang College of Commerce and Technology,THA
5759,Lampang Rajabhat University,THA
5760,Lampang Vocational College,THA
5761,Lamphun College of Agriculture and Technology,THA
5762,Mae Fah Luang University,THA
5763,Maejo University,THA
5764,Mahachulalongkorn Buddhist University,THA
5765,Mahamakut Buddhist University,THA
5766,Mahanakorn University of Technology,THA
5767,Mahasarakham University,THA
5768,Mahidol University International College,THA
5769,Naresuan University,THA
5770,National Institute of Development Administration,THA
5771,Nivadhana University,THA
5772,Pathumthani University,THA
5773,Payap University Chaiang Mai,THA
5774,Phranakhon Si Ayutthaya Rajabhat University,THA
5775,Prince of Songkla University,THA
5776,Rajamangala University of Technology - Lanna Chiang Rai,THA
5779,Ramkhamhaeng University,THA
5780,Rangsit University,THA
5781,Shinawatra University,THA
5782,Siam Technology College,THA
5783,Siam University,THA
5784,Silpakorn University,THA
5785,South-East Asia University,THA
5786,Srinakharinwirot University,THA
5787,Sripatum University,THA
5788,Stamford International University,THA
5789,St. John's University,THA
5790,Suan Dusit Rajabhat University,THA
5791,Sukhothai Thammathirat Open University,THA
5792,Suranaree University of Technology,THA
5793,Thaksin University,THA
5794,Ubonratchathani University,THA
5795,University of the Thai Chamber of Commerce,THA
5796,Vongchavalitkul University,THA
5797,Walailak University,THA
5798,Webster University - Thailand,THA
5799,Yonok University,THA
5800,Tajik Agrarian University,TJK
5801,Tajikistan International University,TJK
5802,Tajik National University,TJK
5803,International Turkmen Turkish University,TKM
5804,Instituts Supérieurs de Formation des Maîtres,TUN
5805,Instituts Supérieurs des Etudes Technologiques,TUN
5806,Institut Supérieur de Gestion de Tunis,TUN
5807,Université Centrale,TUN
5808,Université de 7 Novembre à Carthage,TUN
5809,Université de Gabès,TUN
5810,Université de Gafsa,TUN
5811,Université de Jendouba,TUN
5812,Université de Kairouan,TUN
5813,Université de la Manouba,TUN
5814,Université de Monastir,TUN
5815,Université de Sfax,TUN
5816,Université de Tunis,TUN
5818,Université de Sousse,TUN
5819,Université Ez-Zitouna,TUN
5820,Université Libre de Tunis,TUN
5821,Université Virtuelle de Tunis,TUN
5822,University of Aviation and Technology,TUN
5823,Abant Izzet Baysal University,TUR
5824,Adnan Menderes University,TUR
5825,Afyon Kocatepe University,TUR
5826,Ahi Evran University,TUR
5827,Akdeniz University,TUR
5828,Anadolu University,TUR
5830,Atilim University,TUR
5831,Bahcesehir University,TUR
5832,Balikesir University,TUR
5833,Baskent University,TUR
5834,Beykent University,TUR
5835,Bilecik University,TUR
5836,Cag University,TUR
5837,Canakkale (18th March) University,TUR
5838,Cankaya University,TUR
5839,Celal Bayar University,TUR
5840,Cukurova University,TUR
5841,Cumhuriyet (Republik) University,TUR
5842,Dicle (Tirgris) University,TUR
5843,Dogus University,TUR
5845,Dumlupinar University,TUR
5847,Fatih University,TUR
5848,Firat (Euphrates) University,TUR
5849,Galatasaray University,TUR
5850,Gaziantep University,TUR
5851,Gaziosmanpasa University,TUR
5852,Gazi University Ankara,TUR
5853,Gebze Institute of Technology,TUR
5854,Gediz University,TUR
5855,Gulhane Military Medical Academy,TUR
5856,Halic University,TUR
5857,Harran University,TUR
5859,Inönü University,TUR
5860,Isik University,TUR
5861,Istanbul Arel University,TUR
5862,Istanbul Bilgi University,TUR
5863,Istanbul Kultur University,TUR
5864,İstanbul Şehir University,TUR
5865,Istanbul Ticaret University,TUR
5866,Izmir Economic University,TUR
5867,Izmir Institute of Technology,TUR
5868,Kadir Has University,TUR
5869,Kafkas University,TUR
5870,Kahramanmaras Sütcü Imam University,TUR
5871,Karadeniz Technical University,TUR
5872,Kilis 7 Aralık University,TUR
5873,Kirikkale University,TUR
5874,Kocaeli University,TUR
5875,Maltepe University,TUR
5876,Marmara University,TUR
5877,Mersin University,TUR
5878,Mimar Sinan University,TUR
5879,Mugla University,TUR
5880,Mustafa Kemal University,TUR
5881,Namik Kemal University,TUR
5882,Necmettin Erbakan University,TUR
5883,Nigde University,TUR
5884,Ondokuz Mayis University Samsun,TUR
5885,Osmangazi University,TUR
5886,Ozyegin University,TUR
5887,Pamukkale University,TUR
5888,Sakarya University,TUR
5889,Selcuk University,TUR
5891,Tobb Economics and Technology University,TUR
5892,Trakya University,TUR
5893,Türkisch-Deutsche Universität,TUR
5894,Turkish Military Academy,TUR
5895,Turkish Naval Academy,TUR
5896,Ufuk University,TUR
5897,Uludag University,TUR
5898,Yalova University,TUR
5899,Yasar University,TUR
5900,Yeditepe University,TUR
5901,Yildirim Beyazit University,TUR
5902,Yüzüncü Yil (Centennial) University,TUR
5903,Zonguldak Karaelmas University,TUR
5904,Aletheia University,TWN
5905,Central Police University,TWN
5906,Chang Jung University,TWN
5907,Chao Yang University of Science and Technology,TWN
5908,Chia Nana College of Pharmacy and Science,TWN
5909,China Medical College,TWN
5910,Chinese Culture University,TWN
5911,Ching Kuo Institue of Management & Health,TWN
5912,Chung Hua University,TWN
5913,Chung Shan Medical and Dental College,TWN
5914,Da-Yeh University,TWN
5915,Fu Jen Catholic University,TWN
5916,Hsuan Chuang University,TWN
5917,Huafan University,TWN
5918,I-Shou University,TWN
5919,Kaohsiung Medical College,TWN
5920,Kaohsuing Open University,TWN
5921,Kung Shan Institute of Technology,TWN
5922,Kun Shan University,TWN
5923,Ling Tung University,TWN
5924,LungHwa University of Science and Technology,TWN
5925,Ming Chuan University,TWN
5926,Nanhua University,TWN
5927,National Changhua University of Education,TWN
5929,National Chiayi University,TWN
5930,National Chi Nan University,TWN
5931,National Chung Hsing University - Taichung,TWN
5933,National College of Physical Education and Sports,TWN
5934,National Formosa University,TWN
5935,National Hsin-Chu Teachers College,TWN
5936,National Hualien Teachers College,TWN
5937,National Ilan University,TWN
5938,National Institute of the Arts,TWN
5939,National Kaohsiung First University of Science and Technology,TWN
5940,National Kaohsiung Normal University,TWN
5941,National Kaohsiung University of Applied Sciences,TWN
5942,National Open University,TWN
5943,National Pingtung Teachers College,TWN
5944,National Pingtung University of Science and Technology,TWN
5946,National Taichung Teachers College,TWN
5947,National Tainan Teachers College,TWN
5948,National Taipei College of Nursing,TWN
5949,National Taipei Teachers College,TWN
5950,National Taipei University,TWN
5951,National Taipei University of Technology,TWN
5952,National Taitung Teachers College,TWN
5954,National Taiwan College of Physical Education and Sports,TWN
5955,National Taiwan College of the Arts,TWN
5956,National Tsinghua University,TWN
5957,National United University,TWN
5958,National Yang Ming Medical College,TWN
5959,National Yunlin University of Science and Technology,TWN
5960,Providence University,TWN
5961,Shih Chien University,TWN
5962,Shih Hsin University,TWN
5964,Southern Taiwan University of Technology,TWN
5965,St. John's & St. Mary's Institute of Technology,TWN
5966,TaiChung Healthcare and Management University,TWN
5967,Tainan National College of the Arts,TWN
5968,Taipei Medical College,TWN
5969,Taipei Municipal Teachers College,TWN
5970,Taipei Physical Education College,TWN
5971,Tatung Institute of Technology,TWN
5972,TaTung University,TWN
5973,Tunghai University,TWN
5974,Tzu Chi College of Medicine and Humanities,TWN
5975,African Virtual University,TZA
5976,Dares Salaam Institute of Technology,TZA
5977,Hubert Kairuki Memorial University,TZA
5978,Institute of Accountancy Arusha,TZA
5979,Institute of Finance Management,TZA
5980,International Medical & Technological University,TZA
5981,Kilimanjaro Christian Medical College,TZA
5982,Moshi University College of Cooperative and Business Studies,TZA
5983,Mount Meru University,TZA
5984,Muhimbili University of Health and Allied Sciences (MUHAS),TZA
5985,Mwalimu Nyerere Memorial Academy,TZA
5986,Mzumbe University (Chuo Kikuu Mzumbe),TZA
5987,Open University of Tanzania,TZA
5988,Sebatian Kolowa University College,TZA
5989,Sokoine University of Agriculture,TZA
5990,St. Augustine University of Tanzania,TZA
5991,St. Joseph Group of Institutes,TZA
5992,Tumaini University - Iringa University College,TZA
5993,University of Dodoma,TZA
5994,Alfred Nobel University of Economics and Law,UKR
5995,Bila Cerkva State Agrarian University,UKR
5996,Chernivci National University,UKR
5997,Crimea State Medical University,UKR
5998,Dneprodzerzhinsk State Technical University,UKR
5999,Dnepropetrovsk National University,UKR
6000,Dnepropetrovsk National University of Railway Transport,UKR
6001,Donetsk National Technical University,UKR
6002,Donetsk National University,UKR
6003,Donetsk State Medical University,UKR
6004,East Ukrainian National University,UKR
6005,Ivano-Frankivsk National University of Oli and Gas,UKR
6006,Kharkiv National University,UKR
6007,Kharkiv National University of Economics,UKR
6008,Kharkiv National University of Radio Electronics,UKR
6009,Kharkiv State Medical University,UKR
6010,Kharkiv State Technical University of Construction and Architecture,UKR
6011,Kharkiv State Transport Technical University,UKR
6012,Kherson State University,UKR
6013,Khmelnitsky National University,UKR
6014,Kiev National Economic University Named after Vadym Hetman,UKR
6015,Kiev National University of Construction and Architecture,UKR
6016,Kiev School Of Economics,UKR
6017,Kiev Slavonic University,UKR
6018,KROK Economics and Law University,UKR
6019,Luhansk State Medical University,UKR
6020,Luhansk Taras Shevchenko National Pedagogical University,UKR
6021,Lviv Medical University,UKR
6023,Lviv National University Ivan Franko,UKR
6024,National Aerospace University Kharkov Aviation Institute,UKR
6025,National Agricultural University,UKR
6026,National Aviation Univesity,UKR
6027,National Medical University O.O. Bogomolets,UKR
6028,National Metallurgical Academy of Ukraine,UKR
6029,National Mining University,UKR
6030,National Pedagogical University M. Dragomanov,UKR
6031,National Pirogov Memorial Medical University,UKR
6032,National Taras Shevchenko University of Kiev,UKR
6033,National Technical University (Kharkiv Polytechnical Institute),UKR
6034,National Technical University (Kiev Politechnical Institute),UKR
6035,National Transport University,UKR
6036,National University of Food Technologies,UKR
6037,National University of Internal Affairs,UKR
6038,National University of Kiev-Mohyla Academy,UKR
6039,National University of Ostroh Academy,UKR
6040,National University of Shipbuilding,UKR
6041,Odessa National Academy of Food Technologies,UKR
6042,Odessa National I.I. Mecnikov University,UKR
6043,Odessa National Marine University,UKR
6044,Odessa National Maritime Academy,UKR
6045,Odessa National Polytechnic University,UKR
6046,Odessa State Academy of Construction and Architecture,UKR
6047,Odessa State Medical University,UKR
6048,Petro Mohyla Black Sea State University,UKR
6049,Poltava National Technical University,UKR
6050,Poltava University of Consumer Cooperatives in Ukraine,UKR
6051,Precarpathian University,UKR
6052,Sevastopol National Technical University,UKR
6053,State Pedagogical University in Kryvyi Rih,UKR
6054,Sumy National Agrarian University,UKR
