ID,university names,country code,address
5355,Novgorod State University,RUS,"Bol'shaya Sankt-Peterburgskaya Ulitsa, 41, Veliky Novgorod, Novgorod Oblast, Russia, 173003"
5356,Novosibirsk State Academy of Economics and Mangement,RUS,"Ulitsa Kamenskaya, д. 52, Novosibirsk, Novosibirsk Oblast, Russia, 630099"
5357,Novosibirsk State Agricultural University,RUS,"Ulitsa Dobrolyubova, 160, Novosibirsk, Novosibirsk Oblast, Russia, 630039"
5358,Novosibirsk State Medical Academy,RUS,"Krasnyy Prospekt, 52, Novosibirsk, Novosibirsk Oblast, Russia, 630091"
5359,Novosibirsk State Music Academy M. Glinka,RUS,NaN
5360,Obninsk State Technical University for Nuclear Power Engineering,RUS,"Студенческий городок, 1, Obninsk, Kaluga Oblast, Russia, 249034"
5361,Omsk State Agrarian University,RUS,"Омский ГАУ 1-й корпус, Институтская площадь, 1, Omsk, Omsk Oblast, Russia, 644008"
5362,Omsk State Medicical Academy,RUS,"Prospekt Mira, 9 Корпус 3, Omsk, Omsk Oblast, Russia, 644050"
5363,Omsk State Pedagogical University,RUS,"Naberezhnaya Tukhachevskogo, 14, Omsk, Omsk Oblast, Russia, 644099"
5364,Omsk State Technical University,RUS,"Prospekt Mira, 11, Omsk, Omsk Oblast, Russia, 644050"
5365,Omsk State Transport University,RUS,"Karla Marksa Prospekt, 35, Omsk, Omsk Oblast, Russia, 644046"
5366,Omsk State University,RUS,"Neftezavodskaya Ulitsa, 11, Omsk, Omsk Oblast, Russia, 644053"
5367,Orenburg State University,RUS,"Prospekt Pobedy, 13, Orenburg, Orenburg Oblast, Russia, 460018"
5368,Oriental University,RUS,"Gate No.1, Sanwer Road, Jakhya, Opposite Revati Range, Indore, Madhya Pradesh 453555, India"
5369,Penza State University,RUS,"Ulitsa Krasnaya, 40, Penza, Penza Oblast, Russia, 440026"
5370,People' s Friendship University of Russia,RUS,"Ulitsa Miklukho-Maklaya, 6, Moscow, Russia, 117198"
5372,Perm State Medical Academy,RUS,"Ulitsa Kuybysheva, 39, Perm, Perm Krai, Russia, 614000"
5373,Perm State Pedagogical University,RUS,"Ulitsa Pushkina, 42, Perm, Perm Krai, Russia, 614045"
5374,Perm State Pharmaceutical Academy,RUS,"Ulitsa Lenina, 48, Perm, Perm Krai, Russia, 614045"
5375,Perm State Technical University,RUS,"Komsomol'skiy Prospekt, 29, Perm, Perm Krai, Russia, 614990"
5376,Perm State University,RUS,"Ulitsa Bukireva, 15, Perm, Perm Krai, Russia, 614990"
5377,Petrozavodsk State University,RUS,"Prospekt Lenina, 33, Petrozavodsk, Republic of Karelia, Russia, 185000"
5378,Pjatigorsk State Linguistic University,RUS,"Prospekt Kalinina, 9, Pyatigorsk, Stavropol Krai, Russia, 357532"
5379,Plekhanov Russian Academy of Economics,RUS,"Stremyannyy Pereulok, 36, Moscow, Russia, 115093"
5381,Pomor State University,RUS,"Prospekt Lomonosova, 4, Arkhangelsk, Arkhangelsk Oblast, Russia, 163002"
5382,Rostov State Medical University,RUS,"Ulitsa Suvorova, 119, Rostov-on-Don, Rostov Oblast, Russia, 344022"
5383,Rostov State University,RUS,"ул, Bol'shaya Sadovaya Ulitsa, 105/42, Rostov-on-Don, Rostov Oblast, Russia, 344006"
5384,Russian Academy of Arts,RUS,"University Embankment, 17, St Petersburg, Russia, 199034"
5385,Russian Academy of Theatre Arts,RUS,"Malyy Kislovskiy Pereulok, 6, Moscow, Russia, 125009"
5386,Russian Customs Academy - Vladivostok Branch,RUS,"Ulitsa Fadeyeva, 35, Vladivostok, Primorsky Krai, Russia, 690034"
5387,Russian State Geological Prospecting University,RUS,"Ulitsa Miklukho-Maklaya, 23, Moscow, Russia, 117485"
5388,Russian State Hydrometeorological University,RUS,"Malookhtinskiy Prospekt, 98, St Petersburg, Russia, 195196"
5389,Russian State Medical University,RUS,"Ulitsa Ostrovityanova, 1, Moscow, Russia, 117997"
5390,Russian State University for the Humanities,RUS,"Miusskaya Ploshchad', 6, Moscow, Russia, 125993"
5391,Ryazan State Pedagogical University,RUS,"Ulitsa Svobody, 46, Ryazan, Ryazan Oblast, Russia, 390000"
5392,Rybinsk State Academy of Aviational Technology,RUS,"Ulitsa Pushkina, д. 53, Rybinsk, Yaroslavl Oblast, Russia, 152934"
5393,Sakhalin State University,RUS,"Kommunisticheskiy Prospekt, 33, Yuzhno-Sakhalinsk, Sakhalin Oblast, Russia, 693008"
5394,Samara State Academy for Railway Transportation,RUS,"1-Y Bezymyannyy Pereulok, 18, Samara, Samara Oblast, Russia, 443066"
5395,Samara State Academy of Architecture and Civil Engineering,RUS,NaN
5396,Samara State Aerospace University,RUS,"Moskovskoye Hwy, 34, Samara, Samara Oblast, Russia, 443086"
5397,Samara State Agricultural Academy,RUS,"Uchebnaya Ulitsa, 1, Ust'-Kinel'skiy, Samara Oblast, Russia, 446442"
5398,Samara State Medical University,RUS,"Ulitsa Artsybushevskaya, 171, Samara, Samara Oblast, Russia, 443001"
5399,Samara State Technical University,RUS,"Molodogvardeyskaya Ulitsa, 244, Samara, Samara Oblast, Russia, 443001"
5400,Samara State University,RUS,"Ulitsa Akademika Pavlova, 1, Samara, Samara Oblast, Russia, 443011"
5401,Samara State University of Economics,RUS,"Ulitsa Sovetskoy Armii, 141, Samara, Samara Oblast, Russia, 443090"
5402,Samara State University of Teacher Training,RUS,"Ulitsa Akademika Pavlova, 1, Samara, Samara Oblast, Russia, 443011"
5403,Saratov State Academy of Law,RUS,"Ulitsa Chernyshevskogo, 104, Saratov, Saratov Oblast, Russia, 410028"
5404,Saratov State Agrarian University,RUS,"Teatral'naya Ploshchad', 1, Saratov, Saratov Oblast, Russia, 410003"
5405,Saratov State Medical University,RUS,"Bol'shaya Sadovaya Ulitsa, 137, Saratov, Saratov Oblast, Russia, 410000"
5406,Saratov State Socio-Economic University,RUS,"Radishchev St, 89, Saratov, Saratov Oblast, Russia, 410003"
5407,Saratov State Technical University,RUS,"Politekhnicheskaya Ulitsa, 77, Saratov, Saratov Oblast, Russia, 410054"
5408,Saratov State University,RUS,"Astrakhanskaya Ulitsa, 83, Saratov, Saratov Oblast, Russia, 410012"
5409,Siberian Academy of Public Services,RUS,NaN
5410,Siberian State Industrial University,RUS,"Prospekt Bardina, 25, Novokuznetsk, Kemerovo Oblast, Russia, 654041"
5411,Siberian State Medical University,RUS,"Moskovskiy Trakt, 2, Tomsk, Tomsk Oblast, Russia, 634050"
5412,Siberian State Transport University,RUS,"Ulitsa Dusi Koval'chuk, 191, Novosibirsk, Novosibirsk Oblast, Russia, 630049"
5413,Siberian State University of Telecommunications and Informatics,RUS,"Ulitsa Gur'yevskaya, 51, Novosibirsk, Novosibirsk Oblast, Russia, 630009"
5414,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,RUS,"Ulitsa Akademika Skryabina, 23, Moscow, Russia, 109472"
5415,Smolensk Humanitarian University,RUS,"Ulitsa Przheval'skogo, 4, Smolensk, Smolensk Oblast, Russia, 214000"
5416,Smolensk State Medical Academy,RUS,"Ulitsa Krupskoy, 28, Smolensk, Smolensk Oblast, Russia, 214019"
5417,Smolny University,RUS,"Polyustrovskiy Prospekt, 59, St Petersburg, Russia, 195197"
5418,Southern Ural State University,RUS,"Prospekt Lenina, 76, Chelyabinsk, Chelyabinsk Oblast, Russia, 454080"
5419,State Maritine Academy,RUS,"Opposite AP Filling Station, Oshodi, Oke - Afa, 52 Egbe Rd, Lagos, Nigeria"
5420,State University of Aerospace Technologies,RUS,NaN
5421,State University of Management,RUS,"Ryazanskiy Prospekt, 99, Moscow, Russia, 109542"
5422,Stavropol State Technical University,RUS,"Prospekt Kulakova, 2 корпус 1, Stavropol, Stavropol Krai, Russia, 355028"
5423,Stavropol State University,RUS,"Ulitsa Mira, 310, Stavropol, Stavropol Krai, Russia, 355017"
5424,Sterlitamak State Pedagogical Institute,RUS,"Zavodskaya Ulitsa, 6, Sterlitamak, Republic of Bashkortostan, Russia, 453103"
5425,St. Petersburg Institute of Arts and Restoration,RUS,"ul. Kuybysheva, 34, St Petersburg, Russia, 197046"
5426,St. Petersburg Institute of Sales Management and Economics,RUS,"Lermontovskiy Prospekt, 44А, St Petersburg, Russia, 190103"
5427,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,RUS,"English Embankment, 50, St Petersburg, Russia, 190000"
5428,St. Petersburg State Academy for Engineering Economics (ENGECON),RUS,"St Petersburg, Russia"
5429,St. Petersburg State Agrarian University,RUS,"Peterburgskoye Shosse, д. 2, St Petersburg, Russia, 196605"
5430,St. Petersburg State Chemical Pharmaceutical Academy,RUS,"Ulitsa Rentgena, 21, St Petersburg, Russia, 197101"
5431,St. Petersburg State Cinema and TV University,RUS,"Bukharestskaya St, д. 22, St Petersburg, Russia, 192102"
5432,St. Petersburg State Conservatory,RUS,"Theatre Square, 3, St Petersburg, Russia, 190000"
5433,St. Petersburg State Electrotechnical University,RUS,"Ulitsa Professora Popova, 5, St Petersburg, Russia, 197022"
5434,St. Petersburg State Forest-Technical Academy,RUS,"Institutskiy Pereulok, 5, St Petersburg, Russia, 194021"
5435,St. Petersburg State Institute of Technology (Technological University),RUS,"Moskovskiy Prospekt, 26, St Petersburg, Russia, 190013"
5436,St. Petersburg State Marine Technical University,RUS,"Lotsmanskaya Ulitsa, 3, St Petersburg, Russia, 190121"
5437,St. Petersburg StateMechnikov  Medical Academy,RUS,"Piskarovskiy Prospekt, 47, St Petersburg, Russia, 195067"
5438,St. Petersburg State Medical Academy,RUS,"Ulitsa L'va Tolstogo, 6-8, St Petersburg, Russia, 197022"
5439,St. Petersburg State Mining Institute (Technical University),RUS,"21-Ya Liniya Vasil'yevskogo Ostrova, 2, St Petersburg, Russia, 199106"
5440,St. Petersburg State Mountain Institut,RUS,NaN
5441,St. Petersburg State Pediatric Medical Academy,RUS,"Litovskaya Ulitsa, 2, St Petersburg, Russia, 194100"
5442,St. Petersburg State Polytechnical University,RUS,"Politekhnicheskaya Ulitsa, 29, St Petersburg, Russia, 195251"
5443,St. Petersburg State Technical University,RUS,"Politekhnicheskaya Ulitsa, 29, St Petersburg, Russia, 195251"
5444,St. Petersburg State Technological University of Plant Polymers,RUS,"Ulitsa Ivana Chernykh, 4, St Petersburg, Russia, 198095"
5445,St. Petersburg State Theatre Arts Academy,RUS,"Mokhovaya Ulitsa, 34, St Petersburg, Russia, 191028"
5446,St. Petersburg State University,RUS,"University Embankment, 7/9, St Petersburg, Russia, 199034"
5447,St. Petersburg State University of Aerospace Instrumentation,RUS,"Bol'shaya Morskaya Ulitsa, 67, St Petersburg, Russia, 190000"
5448,St. Petersburg State University of Architecture and Civil Engineering,RUS,"2-Ya Krasnoarmeyskaya Ulitsa, 4, St Petersburg, Russia, 190005"
5449,St. Petersburg State University of Civil Aviation,RUS,"Ulitsa Pilotov, 38, St Petersburg, Russia, 196210"
5450,St. Petersburg State University of Culture and Arts,RUS,"Palace Embankment, 2-4, St Petersburg, Russia, 191186"
5452,St. Petersburg State University of Economics and Finance,RUS,"Sadovaya St, 21, St Petersburg, Russia, 191023"
5454,"St. Petersburg State University of Information Technologies, Mechanics and Optics",RUS,"Kronverkskiy Prospekt, 49, St Petersburg, Russia, 197101"
5455,St. Petersburg State University of Technology and Design,RUS,"Voznesensky Ave, 46, St Petersburg, Russia, 190068"
5456,St. Petersburg State University of Telecommunication,RUS,"Prospekt Bol'shevikov, 22, к. 1, St Petersburg, Russia, 193232"
5457,St. Petersburg State University of Waterway Communications,RUS,NaN
5458,Surgut State University,RUS,"пр. Ленина, 1, Surgut, Khanty-Mansi Autonomous Okrug, Russia, 628403"
5459,Syktyvkar State University,RUS,"Oktyabr'skiy Prospekt, 55, Syktyvkar, Komi Republic, Russia, 167001"
5460,Taganrog State Pedagogical Institute,RUS,"Initsiativnaya Ulitsa, 48, Taganrog, Rostov Oblast, Russia, 347936"
5461,Taganrog State University of Radioengineering,RUS,"Nekrasovskiy Pereulok, 44, Taganrog, Rostov Oblast, Russia, 347922"
5462,Tambov State Technical University,RUS,"Ulitsa Leningradskaya, 1, Tambov, Tambov Oblast, Russia, 392036"
5463,Timirjazev Moscow Academy of Agricultutre,RUS,"Timiryazevskaya Ulitsa, 49, Moscow, Russia, 127550"
5464,Togliatti State University,RUS,"Belorusskaya Ulitsa, 14, Tolyatti, Samara Oblast, Russia, 445020"
5465,Tomsk State Pedagogical University,RUS,"Kiyevskaya Ulitsa, 60А, Tomsk, Tomsk Oblast, Russia, 634061"
5466,Tomsk State University of Architecture and Building,RUS,"Solyanaya Ploshchad', 2, Tomsk, Tomsk Oblast, Russia, 634003"
5467,Tomsk State University of Control Systems and Radioelectronics,RUS,"Lenin Ave, 40, Tomsk, Tomsk Oblast, Russia, 634050"
5468,Tula State University,RUS,"Prospekt Lenina, 92, Tula, Tula Oblast, Russia, 300012"
5469,Tuva State University,RUS,"Ulitsa Lenina, 36, Kyzyl, Tuva, Russia, 667000"
5470,Tver State Medical Academy,RUS,"Ulitsa Sovetskaya, 4, Tver, Tver Oblast, Russia, 170100"
5471,Tver State Technical University,RUS,"Naberezhnaya Afanasiya Nikitina, 22, Tver, Tver Oblast, Russia, 170026"
5472,Tver State University,RUS,"Ulitsa Zhelyabova, 33, Tver, Tver Oblast, Russia, 170100"
5473,Tyumen State Agricultural Academy,RUS,"Ulitsa Respubliki, 7, Tyumen, Tyumen Oblast, Russia, 625003"
5474,Tyumen State University,RUS,"Ulitsa Volodarskogo, 6, Tyumen, Tyumen Oblast, Russia, 625003"
5475,Tyumen State University of Gas and Oil,RUS,"Ulitsa Volodarskogo, 38, Tyumen, Tyumen Oblast, Russia, 625000"
5476,Udmurt State University,RUS,"Universitetskaya Ulitsa, 1/1, Izhevsk, Udmurt Republic, Russia, 426034"
5477,Ufa State Aviation Technical University,RUS,"Ulitsa Karla Marksa, 12, Ufa, Republic of Bashkortostan, Russia, 450077"
5478,Ufa State Institute of Arts,RUS,"Ulitsa Lenina, 14, Ufa, Republic of Bashkortostan, Russia, 450077"
5479,Ufa State Petroleum Technological University,RUS,"Pervomayskaya Ulitsa, 14, Ufa, Republic of Bashkortostan, Russia, 450000"
5480,Ukhta State Technical University,RUS,"Ulitsa Pervomayskaya, 13, Ukhta, Komi Republic, Russia, 169300"
5481,Ulyanovsk Higher School of Civil Aviation,RUS,"Ulitsa Mozhayskogo, 8/8, Ulyanovsk, Ulyanovsk Oblast, Russia, 432071"
5482,Ulyanovsk State Agricultural Academy,RUS,"Bul'var Novyy Venets, 1, Ulyanovsk, Ulyanovsk Oblast, Russia, 432000"
5483,Ulyanovsk State Pedagogical University,RUS,"Ulitsa Severnyy Venets, 32, Ulyanovsk, Ulyanovsk Oblast, Russia, 432027"
5484,Ulyanovsk State Technical University,RUS,"Ulitsa Severnyy Venets, 32, Ulyanovsk, Ulyanovsk Oblast, Russia, 432027"
5485,Ulyanovsk State University,RUS,"Ulitsa Severnyy Venets, 32, Ulyanovsk, Ulyanovsk Oblast, Russia, 432027"
5486,Ural Academy of Public Administration,RUS,NaN
5487,Ural Gorkij State University,RUS,"51, Lenina, str, Yekaterinburg, Sverdlovsk Oblast, Russia, 620083"
5488,Ural State Academy of Architecture and Arts,RUS,"Ulitsa Karla Libknekhta, 23, Yekaterinburg, Sverdlovsk Oblast, Russia, 620075"
5489,Ural State Academy of Law,RUS,"Komsomol'skaya Ulitsa, 21, Yekaterinburg, Sverdlovsk Oblast, Russia, 620137"
5490,Ural State Academy of Mining and Geology,RUS,NaN
5491,Ural State Academy of Railway Transport,RUS,NaN
5492,Ural State Conservatory,RUS,"Prospekt Lenina, 26, Yekaterinburg, Sverdlovsk Oblast, Russia, 620014"
5493,Ural State Forestry Technical Academy,RUS,NaN
5494,Ural State Technical University,RUS,"Ulitsa Mira, 19, Yekaterinburg, Sverdlovsk Oblast, Russia, 620002"
5495,Ural State University of Economics,RUS,"Ulitsa 8 Marta, 62, Yekaterinburg, Sverdlovsk Oblast, Russia, 620219"
5496,Vaganova Academy of Russian Ballet,RUS,"Ulitsa Zodchego Rossi, 2, St Petersburg, Russia, 191023"
5497,Vladimir State University,RUS,"Ulitsa Gor'kogo, 87, Vladimir, Vladimir Oblast, Russia, 600026"
5498,Vladivostock State University of Economics,RUS,"Ulitsa Gogolya, 41, Vladivostok, Primorsky Krai, Russia, 690014"
5499,Volga State Academy of Water Transport,RUS,NaN
5500,Volgograd Medical Academy,RUS,"Ploshchad' Pavshikh Bortsov, д. 1, Volgograd, Volgograd Oblast, Russia, 400131"
5501,Volgograd State Academy of Physical Education,RUS,"Prospekt Imeni V.i. Lenina, 78, Volgograd, Volgograd Oblast, Russia, 400005"
5502,Volgograd State Pedagogical University,RUS,"Prospekt Imeni V.i. Lenina, 27, Volgograd, Volgograd Oblast, Russia, 400005"
5503,Volgograd State Technical University,RUS,"Prospekt Universitetskiy, 100, Volgograd, Volgograd Oblast, Russia, 400062"
5504,Volgograd State University,RUS,"Prospekt Universitetskiy, 100, Volgograd, Volgograd Oblast, Russia, 400062"
5505,Volgograd State University of Architecture and Civil Engineering (VolgGASU),RUS,"Akademicheskaya Ulitsa, 1, Volgograd, Volgograd Oblast, Russia, 400074"
5506,Vologda State Pedagogical University,RUS,"Ulitsa Mal'tseva, 22, Vologda, Vologda Oblast, Russia, 160001"
5507,Voronezh State Academy of Technology,RUS,"Prospekt Revolyutsii, 19, Voronezh, Voronezh Oblast, Russia, 394000"
5508,Voronezh State Agricultural University,RUS,"Ulitsa Michurina, 1, Voronezh, Voronezh Oblast, Russia, 394087"
5509,Voronezh State Medical Academy,RUS,"Studencheskaya Ulitsa, 10, Voronezh, Voronezh Oblast, Russia, 394036"
5510,Voronezh State Pedagogical University,RUS,"Lenina St, 86, Voronezh, Voronezh Oblast, Russia, 394024"
5511,Voronezh State Technical University,RUS,"Moskovskiy Prospekt, 14, Voronezh, Voronezh Oblast, Russia, 394000"
5512,Voronezh State University,RUS,"Universitetskaya Ploshchad', 1, Voronezh, Voronezh Oblast, Russia, 394036"
5513,Vyatka State Pedagogical University,RUS,"Lenina Ulitsa, 111, Kirov, Kirov Oblast, Russia, 610002"
5514,Yakutsk State University,RUS,"улица Кулаковского 42 Якутск Саха /Якутия/ Републиц, Yakutsk, Sakha Republic, Russia, 677007"
5515,Yaroslavl International University of Business and New Technologies,RUS,"Sovetskaya Ulitsa, 80, Yaroslavl, Yaroslavl Oblast, Russia, 150000"
5516,Yaroslavl State Medical Academy,RUS,"Revolyutsionnaya Ulitsa, 5, Yaroslavl, Yaroslavl Oblast, Russia, 150000"
5517,Yaroslavl State Pedagogical University,RUS,"Sovetskaya Ulitsa, 14, Yaroslavl, Yaroslavl Oblast, Russia, 150003"
5518,Yaroslavl State Technical University,RUS,"Moskovskiy Prospekt, 88, Yaroslavl, Yaroslavl Oblast, Russia, 150023"
5519,Yaroslavl State Theatre Institute,RUS,"Deputatskaya Ulitsa, 15/43, Yaroslavl, Yaroslavl Oblast, Russia, 150000"
5520,Yaroslavl State University,RUS,"Sovetskaya Ulitsa, 14, Yaroslavl, Yaroslavl Oblast, Russia, 150003"
5521,Yelets State University,RUS,"Ulitsa Kommunarov, 28, Yelets, Lipetsk Oblast, Russia, 399770"
5522,Yugra State University,RUS,"Ulitsa Chekhova, 16, Khanty-Mansiysk, Khanty-Mansi Autonomous Okrug, Russia, 628011"
